,Summary,Packet Size,Network Protocol,Transport Protocol,Operation,Source
5638,IP TCP 10.0.2.15:57744 104.18.21.57:https A,60,IP,TCP,Connection-Transport,10.0.2.15:57744
5639,IP TCP 10.0.2.15:40946 108.157.60.77:https PA Raw,99,IP,TCP,Connection-Transport,10.0.2.15:40946
5640,IP TCP 10.0.2.15:40946 108.157.60.77:https FPA Raw,84,IP,TCP,Connection-Transport,10.0.2.15:40946
5641,IP TCP 108.157.60.77:https 10.0.2.15:40946 A Padding,66,IP,TCP,Connection-Transport,108.157.60.77:https
5642,IP TCP 108.157.60.77:https 10.0.2.15:40946 A Padding,66,IP,TCP,Connection-Transport,108.157.60.77:https
5643,IP TCP 108.157.60.77:https 10.0.2.15:40946 FA Padding,66,IP,TCP,Connection-Transport,108.157.60.77:https
5644,IP TCP 10.0.2.15:40946 108.157.60.77:https A,60,IP,TCP,Connection-Transport,10.0.2.15:40946
5645,IP TCP 10.0.2.15:43198 108.157.52.75:https PA Raw,99,IP,TCP,Connection-Transport,10.0.2.15:43198
5646,IP TCP 10.0.2.15:43198 108.157.52.75:https FPA Raw,84,IP,TCP,Connection-Transport,10.0.2.15:43198
5647,IP TCP 108.157.52.75:https 10.0.2.15:43198 A Padding,66,IP,TCP,Connection-Transport,108.157.52.75:https
5648,IP TCP 108.157.52.75:https 10.0.2.15:43198 A Padding,66,IP,TCP,Connection-Transport,108.157.52.75:https
5649,IP TCP 108.157.52.75:https 10.0.2.15:43198 FA Padding,66,IP,TCP,Connection-Transport,108.157.52.75:https
5650,IP TCP 10.0.2.15:43198 108.157.52.75:https A,60,IP,TCP,Connection-Transport,10.0.2.15:43198
5651,IP TCP 10.0.2.15:60398 193.192.103.249:http A,60,IP,TCP,Connection-Transport,10.0.2.15:60398
5652,IP TCP 193.192.103.249:http 10.0.2.15:60398 A Padding,66,IP,TCP,Connection-Transport,193.192.103.249:http
5653,IP TCP 10.0.2.15:60398 193.192.103.249:http A,60,IP,TCP,Connection-Transport,10.0.2.15:60398
5654,IP TCP 193.192.103.249:http 10.0.2.15:60398 A Padding,66,IP,TCP,Connection-Transport,193.192.103.249:http
5655,"IP UDP DNS Qry ""b'connectivity-check.ubuntu.com.'""",95,IP,UDP,DNS-Qry,"""b'connectivity-check.ubuntu.com.'"""
5656,"IP UDP DNS Ans ""91.189.91.97""",287,IP,UDP,DNS-Ans,"""91.189.91.97"""
5657,IP TCP 10.0.2.15:56968 91.189.91.97:http S,80,IP,TCP,Connection-Transport,10.0.2.15:56968
5658,IP TCP 91.189.91.97:http 10.0.2.15:56968 SA Padding,66,IP,TCP,Connection-Transport,91.189.91.97:http
5659,IP TCP 10.0.2.15:56968 91.189.91.97:http A,60,IP,TCP,Connection-Transport,10.0.2.15:56968
5660,IP TCP 10.0.2.15:56968 91.189.91.97:http PA Raw,147,IP,TCP,Connection-Transport,10.0.2.15:56968
5661,IP TCP 91.189.91.97:http 10.0.2.15:56968 A Padding,66,IP,TCP,Connection-Transport,91.189.91.97:http
5662,IP TCP 91.189.91.97:http 10.0.2.15:56968 PA Raw,245,IP,TCP,Connection-Transport,91.189.91.97:http
5663,IP TCP 10.0.2.15:56968 91.189.91.97:http A,60,IP,TCP,Connection-Transport,10.0.2.15:56968
5664,IP TCP 91.189.91.97:http 10.0.2.15:56968 FA Padding,66,IP,TCP,Connection-Transport,91.189.91.97:http
5665,IP TCP 10.0.2.15:56968 91.189.91.97:http FA,60,IP,TCP,Connection-Transport,10.0.2.15:56968
5666,IP TCP 91.189.91.97:http 10.0.2.15:56968 A Padding,66,IP,TCP,Connection-Transport,91.189.91.97:http
5667,IP TCP 10.0.2.15:60398 193.192.103.249:http A,60,IP,TCP,Connection-Transport,10.0.2.15:60398
5668,IP TCP 193.192.103.249:http 10.0.2.15:60398 A Padding,66,IP,TCP,Connection-Transport,193.192.103.249:http
5669,IP TCP 10.0.2.15:60398 193.192.103.249:http FA,60,IP,TCP,Connection-Transport,10.0.2.15:60398
5670,IP TCP 193.192.103.249:http 10.0.2.15:60398 A Padding,66,IP,TCP,Connection-Transport,193.192.103.249:http
5671,IP TCP 193.192.103.249:http 10.0.2.15:60398 FA Padding,66,IP,TCP,Connection-Transport,193.192.103.249:http
5672,IP TCP 10.0.2.15:60398 193.192.103.249:http A,60,IP,TCP,Connection-Transport,10.0.2.15:60398
5673,IP TCP 140.82.112.25:https 10.0.2.15:40534 PA Raw,86,IP,TCP,Connection-Transport,140.82.112.25:https
5674,IP TCP 10.0.2.15:40534 140.82.112.25:https PA Raw,90,IP,TCP,Connection-Transport,10.0.2.15:40534
5675,IP TCP 140.82.112.25:https 10.0.2.15:40534 A Padding,66,IP,TCP,Connection-Transport,140.82.112.25:https
5676,"IPv6 UDP DNS Qry ""b'_pgpkey-hkp._tcp.local.'""",108,IPv6,UDP,DNS-Qry,"""b'_pgpkey-hkp._tcp.local.'"""
5677,"IP UDP DNS Qry ""b'_pgpkey-hkp._tcp.local.'""",88,IP,UDP,DNS-Qry,"""b'_pgpkey-hkp._tcp.local.'"""
5678,"IP UDP DNS Qry ""b'_pgpkey-hkp._tcp.local.'""",88,IP,UDP,DNS-Qry,"""b'_pgpkey-hkp._tcp.local.'"""
5679,"IPv6 UDP DNS Qry ""b'_ftp._tcp.local.'""",186,IPv6,UDP,DNS-Qry,"""b'_ftp._tcp.local.'"""
5680,"IP UDP DNS Qry ""b'_ftp._tcp.local.'""",166,IP,UDP,DNS-Qry,"""b'_ftp._tcp.local.'"""
5681,"IP UDP DNS Qry ""b'_ftp._tcp.local.'""",166,IP,UDP,DNS-Qry,"""b'_ftp._tcp.local.'"""
5682,IP TCP 140.82.112.25:https 10.0.2.15:40534 PA Raw,86,IP,TCP,Connection-Transport,140.82.112.25:https
5683,IP TCP 10.0.2.15:40534 140.82.112.25:https PA Raw,90,IP,TCP,Connection-Transport,10.0.2.15:40534
5684,IP TCP 140.82.112.25:https 10.0.2.15:40534 A Padding,66,IP,TCP,Connection-Transport,140.82.112.25:https
5685,ARP 10.0.2.2 says 10.0.2.15,48,ARP,Other,,Unknown
5686,ARP is at 52:54:00:12:35:02 says 10.0.2.2 Padding,66,ARP,Other,,says
5687,"IP UDP NTP v??,",96,IP,UDP,Transport,NTP
5688,"IP UDP NTP v??,",96,IP,UDP,Transport,NTP
5689,IP TCP 140.82.112.25:https 10.0.2.15:40534 PA Raw,86,IP,TCP,Connection-Transport,140.82.112.25:https
5690,IP TCP 10.0.2.15:40534 140.82.112.25:https PA Raw,90,IP,TCP,Connection-Transport,10.0.2.15:40534
5691,IP TCP 140.82.112.25:https 10.0.2.15:40534 A Padding,66,IP,TCP,Connection-Transport,140.82.112.25:https
5692,ARP 10.0.2.2 says 10.0.2.15,48,ARP,Other,,Unknown
5693,ARP is at 52:54:00:12:35:02 says 10.0.2.2 Padding,66,ARP,Other,,says
5694,IP TCP 34.107.243.93:https 10.0.2.15:57882 PA Raw,84,IP,TCP,Connection-Transport,34.107.243.93:https
5695,IP TCP 10.0.2.15:57882 34.107.243.93:https PA Raw,88,IP,TCP,Connection-Transport,10.0.2.15:57882
5696,IP TCP 34.107.243.93:https 10.0.2.15:57882 A Padding,66,IP,TCP,Connection-Transport,34.107.243.93:https
5697,"IP UDP DNS Qry ""b'contile.services.mozilla.com.'""",105,IP,UDP,DNS-Qry,"""b'contile.services.mozilla.com.'"""
5698,"IP UDP DNS Qry ""b'contile.services.mozilla.com.'""",105,IP,UDP,DNS-Qry,"""b'contile.services.mozilla.com.'"""
5699,"IP UDP DNS Qry ""b'contile.services.mozilla.com.'""",94,IP,UDP,DNS-Qry,"""b'contile.services.mozilla.com.'"""
5700,"IP UDP DNS Qry ""b'contile.services.mozilla.com.'""",94,IP,UDP,DNS-Qry,"""b'contile.services.mozilla.com.'"""
5701,"IP UDP DNS Ans ""34.117.237.239""",110,IP,UDP,DNS-Ans,"""34.117.237.239"""
5702,"IP UDP DNS Ans ""34.117.237.239""",121,IP,UDP,DNS-Ans,"""34.117.237.239"""
5703,IP UDP DNS Ans,94,IP,UDP,DNS-Ans,Unknown
5704,IP UDP DNS Ans,105,IP,UDP,DNS-Ans,Unknown
5705,IP UDP 10.0.2.15:43210 34.117.237.239:https Raw,1405,IP,UDP,Transport,10.0.2.15:43210
5706,IP UDP 34.117.237.239:https 10.0.2.15:43210 Raw,112,IP,UDP,Transport,34.117.237.239:https
5707,IP UDP 10.0.2.15:43210 34.117.237.239:https Raw,95,IP,UDP,Transport,10.0.2.15:43210
5708,IP UDP 34.117.237.239:https 10.0.2.15:43210 Raw,112,IP,UDP,Transport,34.117.237.239:https
5709,IP TCP 10.0.2.15:46318 34.117.237.239:https S,80,IP,TCP,Connection-Transport,10.0.2.15:46318
5710,"IP UDP DNS Qry ""b'c.tadst.com.'""",88,IP,UDP,DNS-Qry,"""b'c.tadst.com.'"""
5711,"IP UDP DNS Qry ""b'c.tadst.com.'""",77,IP,UDP,DNS-Qry,"""b'c.tadst.com.'"""
5712,"IP UDP DNS Qry ""b'c.tadst.com.'""",88,IP,UDP,DNS-Qry,"""b'c.tadst.com.'"""
5713,"IP UDP DNS Qry ""b'c.tadst.com.'""",77,IP,UDP,DNS-Qry,"""b'c.tadst.com.'"""
5714,IP TCP 34.117.237.239:https 10.0.2.15:46318 SA Padding,66,IP,TCP,Connection-Transport,34.117.237.239:https
5715,IP TCP 10.0.2.15:46318 34.117.237.239:https A,60,IP,TCP,Connection-Transport,10.0.2.15:46318
5716,IP TCP 10.0.2.15:46318 34.117.237.239:https PA Raw,736,IP,TCP,Connection-Transport,10.0.2.15:46318
5717,IP TCP 34.117.237.239:https 10.0.2.15:46318 A Padding,66,IP,TCP,Connection-Transport,34.117.237.239:https
5718,IP TCP 34.117.237.239:https 10.0.2.15:46318 A Raw,2980,IP,TCP,Connection-Transport,34.117.237.239:https
5719,IP TCP 10.0.2.15:46318 34.117.237.239:https A,60,IP,TCP,Connection-Transport,10.0.2.15:46318
5720,IP TCP 34.117.237.239:https 10.0.2.15:46318 PA Raw,272,IP,TCP,Connection-Transport,34.117.237.239:https
5721,IP TCP 10.0.2.15:46318 34.117.237.239:https A,60,IP,TCP,Connection-Transport,10.0.2.15:46318
5722,IP TCP 10.0.2.15:46318 34.117.237.239:https PA Raw,124,IP,TCP,Connection-Transport,10.0.2.15:46318
5723,IP TCP 34.117.237.239:https 10.0.2.15:46318 A Padding,66,IP,TCP,Connection-Transport,34.117.237.239:https
5724,IP TCP 10.0.2.15:46318 34.117.237.239:https PA Raw,230,IP,TCP,Connection-Transport,10.0.2.15:46318
5725,IP TCP 10.0.2.15:46318 34.117.237.239:https PA Raw,264,IP,TCP,Connection-Transport,10.0.2.15:46318
5726,IP TCP 34.117.237.239:https 10.0.2.15:46318 A Padding,66,IP,TCP,Connection-Transport,34.117.237.239:https
5727,IP TCP 34.117.237.239:https 10.0.2.15:46318 A Padding,66,IP,TCP,Connection-Transport,34.117.237.239:https
5728,IP TCP 34.117.237.239:https 10.0.2.15:46318 PA Raw,646,IP,TCP,Connection-Transport,34.117.237.239:https
5729,IP TCP 34.117.237.239:https 10.0.2.15:46318 PA Raw,91,IP,TCP,Connection-Transport,34.117.237.239:https
5730,IP TCP 10.0.2.15:46318 34.117.237.239:https PA Raw,91,IP,TCP,Connection-Transport,10.0.2.15:46318
5731,IP TCP 34.117.237.239:https 10.0.2.15:46318 A Padding,66,IP,TCP,Connection-Transport,34.117.237.239:https
5732,"IP UDP DNS Ans ""b'e.shared.global.fastly.net.'""",133,IP,UDP,DNS-Ans,"""b'e.shared.global.fastly.net.'"""
5733,"IP UDP DNS Ans ""b'e.shared.global.fastly.net.'""",175,IP,UDP,DNS-Ans,"""b'e.shared.global.fastly.net.'"""
5734,"IP UDP DNS Ans ""b'e.shared.global.fastly.net.'""",144,IP,UDP,DNS-Ans,"""b'e.shared.global.fastly.net.'"""
5735,"IP UDP DNS Qry ""b'e.shared.global.fastly.net.'""",92,IP,UDP,DNS-Qry,"""b'e.shared.global.fastly.net.'"""
5736,IP UDP DNS Ans,92,IP,UDP,DNS-Ans,Unknown
5737,"IP UDP DNS Ans ""b'e.shared.global.fastly.net.'""",186,IP,UDP,DNS-Ans,"""b'e.shared.global.fastly.net.'"""
5738,IP TCP 10.0.2.15:52520 146.75.1.170:https S,80,IP,TCP,Connection-Transport,10.0.2.15:52520
5739,IP TCP 146.75.1.170:https 10.0.2.15:52520 SA Padding,66,IP,TCP,Connection-Transport,146.75.1.170:https
5740,IP TCP 10.0.2.15:52520 146.75.1.170:https A,60,IP,TCP,Connection-Transport,10.0.2.15:52520
5741,IP TCP 10.0.2.15:52520 146.75.1.170:https PA Raw,719,IP,TCP,Connection-Transport,10.0.2.15:52520
5742,IP TCP 146.75.1.170:https 10.0.2.15:52520 A Padding,66,IP,TCP,Connection-Transport,146.75.1.170:https
5743,IP TCP 146.75.1.170:https 10.0.2.15:52520 A Raw,2980,IP,TCP,Connection-Transport,146.75.1.170:https
5744,IP TCP 10.0.2.15:52520 146.75.1.170:https A,60,IP,TCP,Connection-Transport,10.0.2.15:52520
5745,IP TCP 146.75.1.170:https 10.0.2.15:52520 PA Raw,1830,IP,TCP,Connection-Transport,146.75.1.170:https
5746,IP TCP 10.0.2.15:52520 146.75.1.170:https A,60,IP,TCP,Connection-Transport,10.0.2.15:52520
5747,IP TCP 10.0.2.15:52520 146.75.1.170:https PA Raw,153,IP,TCP,Connection-Transport,10.0.2.15:52520
5748,IP TCP 146.75.1.170:https 10.0.2.15:52520 A Padding,66,IP,TCP,Connection-Transport,146.75.1.170:https
5749,IP TCP 146.75.1.170:https 10.0.2.15:52520 PA Raw,318,IP,TCP,Connection-Transport,146.75.1.170:https
5750,IP TCP 10.0.2.15:52520 146.75.1.170:https PA Raw,237,IP,TCP,Connection-Transport,10.0.2.15:52520
5751,IP TCP 10.0.2.15:52520 146.75.1.170:https PA Raw,450,IP,TCP,Connection-Transport,10.0.2.15:52520
5752,IP TCP 146.75.1.170:https 10.0.2.15:52520 A Padding,66,IP,TCP,Connection-Transport,146.75.1.170:https
5753,IP TCP 146.75.1.170:https 10.0.2.15:52520 A Padding,66,IP,TCP,Connection-Transport,146.75.1.170:https
5754,IP TCP 146.75.1.170:https 10.0.2.15:52520 PA Raw,126,IP,TCP,Connection-Transport,146.75.1.170:https
5755,IP TCP 10.0.2.15:52520 146.75.1.170:https PA Raw,98,IP,TCP,Connection-Transport,10.0.2.15:52520
5756,IP TCP 146.75.1.170:https 10.0.2.15:52520 PA Raw,355,IP,TCP,Connection-Transport,146.75.1.170:https
5757,IP TCP 146.75.1.170:https 10.0.2.15:52520 A Padding,66,IP,TCP,Connection-Transport,146.75.1.170:https
5758,IP TCP 146.75.1.170:https 10.0.2.15:52520 PA Raw,4260,IP,TCP,Connection-Transport,146.75.1.170:https
5759,IP TCP 10.0.2.15:52520 146.75.1.170:https A,60,IP,TCP,Connection-Transport,10.0.2.15:52520
5760,IP TCP 146.75.1.170:https 10.0.2.15:52520 PA Raw,4260,IP,TCP,Connection-Transport,146.75.1.170:https
5761,IP TCP 10.0.2.15:52520 146.75.1.170:https A,60,IP,TCP,Connection-Transport,10.0.2.15:52520
5762,IP TCP 146.75.1.170:https 10.0.2.15:52520 PA Raw,4260,IP,TCP,Connection-Transport,146.75.1.170:https
5763,IP TCP 10.0.2.15:52520 146.75.1.170:https A,60,IP,TCP,Connection-Transport,10.0.2.15:52520
5764,IP TCP 146.75.1.170:https 10.0.2.15:52520 A Raw,7360,IP,TCP,Connection-Transport,146.75.1.170:https
5765,IP TCP 10.0.2.15:52520 146.75.1.170:https A,60,IP,TCP,Connection-Transport,10.0.2.15:52520
5766,IP TCP 146.75.1.170:https 10.0.2.15:52520 PA Raw,1160,IP,TCP,Connection-Transport,146.75.1.170:https
5767,IP TCP 146.75.1.170:https 10.0.2.15:52520 PA Raw,4260,IP,TCP,Connection-Transport,146.75.1.170:https
5768,IP TCP 146.75.1.170:https 10.0.2.15:52520 A Raw,8820,IP,TCP,Connection-Transport,146.75.1.170:https
5769,IP TCP 10.0.2.15:52520 146.75.1.170:https A,60,IP,TCP,Connection-Transport,10.0.2.15:52520
5770,IP TCP 146.75.1.170:https 10.0.2.15:52520 PA Raw,13677,IP,TCP,Connection-Transport,146.75.1.170:https
5771,IP TCP 10.0.2.15:52520 146.75.1.170:https A,60,IP,TCP,Connection-Transport,10.0.2.15:52520
5772,IP TCP 34.117.237.239:https 10.0.2.15:46318 PA Raw,258,IP,TCP,Connection-Transport,34.117.237.239:https
5773,IP TCP 10.0.2.15:46318 34.117.237.239:https PA Raw,99,IP,TCP,Connection-Transport,10.0.2.15:46318
5774,IP TCP 34.117.237.239:https 10.0.2.15:46318 A Padding,66,IP,TCP,Connection-Transport,34.117.237.239:https
5775,"IP UDP DNS Qry ""b'www.timeanddate.com.'""",96,IP,UDP,DNS-Qry,"""b'www.timeanddate.com.'"""
5776,"IP UDP DNS Qry ""b'www.timeanddate.com.'""",85,IP,UDP,DNS-Qry,"""b'www.timeanddate.com.'"""
5777,"IP UDP DNS Qry ""b'www.timeanddate.com.'""",96,IP,UDP,DNS-Qry,"""b'www.timeanddate.com.'"""
5778,"IP UDP DNS Qry ""b'www.timeanddate.com.'""",85,IP,UDP,DNS-Qry,"""b'www.timeanddate.com.'"""
5779,"IP UDP DNS Ans ""b'www.timeanddate.com.cdn.cloudflare.net.'""",192,IP,UDP,DNS-Ans,"""b'www.timeanddate.com.cdn.cloudflare.net.'"""
5780,"IP UDP DNS Qry ""b'www.timeanddate.com.cdn.cloudflare.net.'""",104,IP,UDP,DNS-Qry,"""b'www.timeanddate.com.cdn.cloudflare.net.'"""
5781,IP UDP DNS Ans,104,IP,UDP,DNS-Ans,Unknown
5782,"IP UDP DNS Ans ""b'www.timeanddate.com.cdn.cloudflare.net.'""",203,IP,UDP,DNS-Ans,"""b'www.timeanddate.com.cdn.cloudflare.net.'"""
5783,"IP UDP DNS Ans ""b'www.timeanddate.com.cdn.cloudflare.net.'""",169,IP,UDP,DNS-Ans,"""b'www.timeanddate.com.cdn.cloudflare.net.'"""
5784,"IP UDP DNS Ans ""b'www.timeanddate.com.cdn.cloudflare.net.'""",180,IP,UDP,DNS-Ans,"""b'www.timeanddate.com.cdn.cloudflare.net.'"""
5785,"IP UDP DNS Qry ""b'chat.openai.com.'""",92,IP,UDP,DNS-Qry,"""b'chat.openai.com.'"""
5786,"IP UDP DNS Qry ""b'chat.openai.com.'""",81,IP,UDP,DNS-Qry,"""b'chat.openai.com.'"""
5787,"IP UDP DNS Qry ""b'chat.openai.com.'""",92,IP,UDP,DNS-Qry,"""b'chat.openai.com.'"""
5788,"IP UDP DNS Qry ""b'chat.openai.com.'""",81,IP,UDP,DNS-Qry,"""b'chat.openai.com.'"""
5789,"IP UDP DNS Ans ""b'chat.openai.com.cdn.cloudflare.net.'""",161,IP,UDP,DNS-Ans,"""b'chat.openai.com.cdn.cloudflare.net.'"""
5790,"IP UDP DNS Ans ""b'chat.openai.com.cdn.cloudflare.net.'""",172,IP,UDP,DNS-Ans,"""b'chat.openai.com.cdn.cloudflare.net.'"""
5791,"IP UDP DNS Ans ""b'chat.openai.com.cdn.cloudflare.net.'""",185,IP,UDP,DNS-Ans,"""b'chat.openai.com.cdn.cloudflare.net.'"""
5792,"IP UDP DNS Ans ""b'chat.openai.com.cdn.cloudflare.net.'""",196,IP,UDP,DNS-Ans,"""b'chat.openai.com.cdn.cloudflare.net.'"""
5793,"IP UDP DNS Qry ""b'github.com.'""",87,IP,UDP,DNS-Qry,"""b'github.com.'"""
5794,"IP UDP DNS Qry ""b'github.com.'""",76,IP,UDP,DNS-Qry,"""b'github.com.'"""
5795,"IP UDP DNS Qry ""b'github.com.'""",87,IP,UDP,DNS-Qry,"""b'github.com.'"""
5796,"IP UDP DNS Qry ""b'github.com.'""",76,IP,UDP,DNS-Qry,"""b'github.com.'"""
5797,IP UDP DNS Ans,76,IP,UDP,DNS-Ans,Unknown
5798,IP UDP DNS Ans,87,IP,UDP,DNS-Ans,Unknown
5799,"IP UDP DNS Ans ""140.82.121.4""",92,IP,UDP,DNS-Ans,"""140.82.121.4"""
5800,"IP UDP DNS Ans ""140.82.121.4""",103,IP,UDP,DNS-Ans,"""140.82.121.4"""
5801,"IP UDP DNS Qry ""b'duckduckgo.com.'""",91,IP,UDP,DNS-Qry,"""b'duckduckgo.com.'"""
5802,"IP UDP DNS Qry ""b'duckduckgo.com.'""",80,IP,UDP,DNS-Qry,"""b'duckduckgo.com.'"""
5803,"IP UDP DNS Qry ""b'duckduckgo.com.'""",91,IP,UDP,DNS-Qry,"""b'duckduckgo.com.'"""
5804,"IP UDP DNS Qry ""b'duckduckgo.com.'""",80,IP,UDP,DNS-Qry,"""b'duckduckgo.com.'"""
5805,IP UDP DNS Ans,80,IP,UDP,DNS-Ans,Unknown
5806,IP UDP DNS Ans,91,IP,UDP,DNS-Ans,Unknown
5807,"IP UDP DNS Ans ""40.114.177.156""",96,IP,UDP,DNS-Ans,"""40.114.177.156"""
5808,"IP UDP DNS Ans ""40.114.177.156""",107,IP,UDP,DNS-Ans,"""40.114.177.156"""
5809,IP TCP 140.82.112.25:https 10.0.2.15:40534 PA Raw,86,IP,TCP,Connection-Transport,140.82.112.25:https
5810,IP TCP 10.0.2.15:40534 140.82.112.25:https PA Raw,90,IP,TCP,Connection-Transport,10.0.2.15:40534
5811,IP TCP 140.82.112.25:https 10.0.2.15:40534 A Padding,66,IP,TCP,Connection-Transport,140.82.112.25:https
5812,"IP UDP DNS Qry ""b'connectivity-check.ubuntu.com.'""",95,IP,UDP,DNS-Qry,"""b'connectivity-check.ubuntu.com.'"""
5813,"IP UDP DNS Ans ""2620:2d:4000:1::98""",431,IP,UDP,DNS-Ans,"""2620:2d:4000:1::98"""
5814,IP TCP 10.0.2.15:46318 34.117.237.239:https PA Raw,99,IP,TCP,Connection-Transport,10.0.2.15:46318
5815,IP TCP 10.0.2.15:52520 146.75.1.170:https PA Raw,106,IP,TCP,Connection-Transport,10.0.2.15:52520
5816,IP TCP 34.117.237.239:https 10.0.2.15:46318 A Padding,66,IP,TCP,Connection-Transport,34.117.237.239:https
5817,IP TCP 146.75.1.170:https 10.0.2.15:52520 A Padding,66,IP,TCP,Connection-Transport,146.75.1.170:https
5818,IP TCP 146.75.1.170:https 10.0.2.15:52520 PA Raw,106,IP,TCP,Connection-Transport,146.75.1.170:https
5819,IP TCP 34.117.237.239:https 10.0.2.15:46318 PA Raw,99,IP,TCP,Connection-Transport,34.117.237.239:https
5820,IP TCP 10.0.2.15:46318 34.117.237.239:https A,60,IP,TCP,Connection-Transport,10.0.2.15:46318
5821,IP TCP 10.0.2.15:52520 146.75.1.170:https A,60,IP,TCP,Connection-Transport,10.0.2.15:52520
5822,IP TCP 140.82.112.25:https 10.0.2.15:40534 PA Raw,86,IP,TCP,Connection-Transport,140.82.112.25:https
5823,IP TCP 10.0.2.15:40534 140.82.112.25:https PA Raw,90,IP,TCP,Connection-Transport,10.0.2.15:40534
5824,IP TCP 140.82.112.25:https 10.0.2.15:40534 A Padding,66,IP,TCP,Connection-Transport,140.82.112.25:https
5825,"IP UDP DNS Qry ""b'connectivity-check.ubuntu.com.'""",95,IP,UDP,DNS-Qry,"""b'connectivity-check.ubuntu.com.'"""
5826,"IP UDP DNS Ans ""185.125.190.97""",287,IP,UDP,DNS-Ans,"""185.125.190.97"""
5827,IP TCP 10.0.2.15:41110 185.125.190.97:http S,80,IP,TCP,Connection-Transport,10.0.2.15:41110
5828,IP TCP 185.125.190.97:http 10.0.2.15:41110 SA Padding,66,IP,TCP,Connection-Transport,185.125.190.97:http
5829,IP TCP 10.0.2.15:41110 185.125.190.97:http A,60,IP,TCP,Connection-Transport,10.0.2.15:41110
5830,IP TCP 10.0.2.15:41110 185.125.190.97:http PA Raw,147,IP,TCP,Connection-Transport,10.0.2.15:41110
5831,IP TCP 185.125.190.97:http 10.0.2.15:41110 A Padding,66,IP,TCP,Connection-Transport,185.125.190.97:http
5832,IP TCP 185.125.190.97:http 10.0.2.15:41110 PA Raw,245,IP,TCP,Connection-Transport,185.125.190.97:http
5833,IP TCP 10.0.2.15:41110 185.125.190.97:http A,60,IP,TCP,Connection-Transport,10.0.2.15:41110
5834,IP TCP 185.125.190.97:http 10.0.2.15:41110 FA Padding,66,IP,TCP,Connection-Transport,185.125.190.97:http
5835,IP TCP 10.0.2.15:41110 185.125.190.97:http FA,60,IP,TCP,Connection-Transport,10.0.2.15:41110
5836,IP TCP 185.125.190.97:http 10.0.2.15:41110 A Padding,66,IP,TCP,Connection-Transport,185.125.190.97:http
5837,"IP UDP DNS Qry ""b'ab.chatgpt.com.'""",91,IP,UDP,DNS-Qry,"""b'ab.chatgpt.com.'"""
5838,"IP UDP DNS Qry ""b'ab.chatgpt.com.'""",91,IP,UDP,DNS-Qry,"""b'ab.chatgpt.com.'"""
5839,"IP UDP DNS Qry ""b'ab.chatgpt.com.'""",80,IP,UDP,DNS-Qry,"""b'ab.chatgpt.com.'"""
5840,"IP UDP DNS Qry ""b'ab.chatgpt.com.'""",80,IP,UDP,DNS-Qry,"""b'ab.chatgpt.com.'"""
5841,IP TCP 10.0.2.15:46318 34.117.237.239:https PA Raw,99,IP,TCP,Connection-Transport,10.0.2.15:46318
5842,IP TCP 10.0.2.15:52520 146.75.1.170:https PA Raw,106,IP,TCP,Connection-Transport,10.0.2.15:52520
5843,IP TCP 34.117.237.239:https 10.0.2.15:46318 A Padding,66,IP,TCP,Connection-Transport,34.117.237.239:https
5844,IP TCP 146.75.1.170:https 10.0.2.15:52520 A Padding,66,IP,TCP,Connection-Transport,146.75.1.170:https
5845,"IP UDP DNS Ans ""104.18.32.115""",112,IP,UDP,DNS-Ans,"""104.18.32.115"""
5846,"IP UDP DNS Ans ""2606:4700:4400::ac40:9b8d""",136,IP,UDP,DNS-Ans,"""2606:4700:4400::ac40:9b8d"""
5847,IP TCP 146.75.1.170:https 10.0.2.15:52520 PA Raw,106,IP,TCP,Connection-Transport,146.75.1.170:https
5848,IP TCP 10.0.2.15:52520 146.75.1.170:https A,60,IP,TCP,Connection-Transport,10.0.2.15:52520
5849,IP TCP 34.117.237.239:https 10.0.2.15:46318 PA Raw,99,IP,TCP,Connection-Transport,34.117.237.239:https
5850,IP TCP 10.0.2.15:46318 34.117.237.239:https A,60,IP,TCP,Connection-Transport,10.0.2.15:46318
5851,"IP UDP DNS Ans ""104.18.32.115""",123,IP,UDP,DNS-Ans,"""104.18.32.115"""
5852,"IP UDP DNS Ans ""2606:4700:4400::ac40:9b8d""",147,IP,UDP,DNS-Ans,"""2606:4700:4400::ac40:9b8d"""
5853,IP UDP 10.0.2.15:52464 172.64.155.141:https Raw,1405,IP,UDP,Transport,10.0.2.15:52464
5854,IP UDP 172.64.155.141:https 10.0.2.15:52464 Raw,1248,IP,UDP,Transport,172.64.155.141:https
5855,IP UDP 10.0.2.15:52464 172.64.155.141:https Raw,100,IP,UDP,Transport,10.0.2.15:52464
5856,IP UDP 172.64.155.141:https 10.0.2.15:52464 Raw,1248,IP,UDP,Transport,172.64.155.141:https
5857,IP UDP 172.64.155.141:https 10.0.2.15:52464 Raw,1248,IP,UDP,Transport,172.64.155.141:https
5858,IP UDP 172.64.155.141:https 10.0.2.15:52464 Raw,1248,IP,UDP,Transport,172.64.155.141:https
5859,IP UDP 172.64.155.141:https 10.0.2.15:52464 Raw,369,IP,UDP,Transport,172.64.155.141:https
5860,IP UDP 10.0.2.15:52464 172.64.155.141:https Raw,102,IP,UDP,Transport,10.0.2.15:52464
5861,IP UDP 172.64.155.141:https 10.0.2.15:52464 Raw,1194,IP,UDP,Transport,172.64.155.141:https
